,mt_moto,mt_auto,mt_remorque,mt_assur_vie,mt_incendie,nb_RC_agri,nb_bateau,nb_RC_entreprise,pouvoir_achat,PCSouvr,niv_etud_bas,nbpers_au_foyer,proprietaire,mt_RC,sans_religion,nb_invalidite,type_client,PCSinter,concubin,assur_sante_prive,niv_etude_haut,mt_tracteur,mt_bateau,sans_enfant,celibataire,auto0,catholique,nb_MRH,revenu2,PCSagri,nb_accident_famil,auto2,Cle,Cle.1,PCStop,revenu_moyen,mt_velo,autre_religion,nbmaisons,mt_cyclomoteur,revenu3,PCSouvr_quali,revenu4,auto1,revenu5,PCScadre,revenu1
139,0,0,0,0,0,0,0,0,3,1,5,3,9,2,2,0,10,1,0,7,0,0,0,2,2,3,0,0,5,5,0,3,140,140,3,3,0,0,1,0,3,0,0,3,0,0,2
140,0,6,0,0,4,0,0,0,7,1,2,3,8,2,4,0,2,3,2,5,2,0,0,3,0,3,1,0,1,0,0,0,141,141,5,6,0,1,1,0,6,1,2,6,1,1,1
141,0,0,0,0,2,0,0,0,1,2,5,2,2,1,2,0,6,5,0,0,1,0,0,6,3,2,0,0,2,0,0,0,142,142,1,3,0,2,1,0,2,2,0,7,0,0,5
142,0,0,0,0,0,0,0,0,6,0,4,2,2,0,4,0,1,2,0,5,2,0,0,4,3,3,0,0,2,3,0,2,143,143,5,4,0,2,1,2,5,0,0,5,0,0,3
143,0,6,0,0,3,0,0,0,1,3,6,3,0,2,6,0,7,0,0,0,0,0,0,4,2,3,0,0,4,0,0,2,144,144,4,3,0,0,1,0,2,3,1,4,0,0,3
144,0,6,0,0,4,0,0,0,4,1,1,2,3,2,5,0,9,2,0,6,3,0,0,6,2,0,0,1,4,0,0,2,145,145,6,5,0,0,1,0,4,0,1,7,0,1,2
145,0,5,0,0,0,0,0,0,3,3,6,3,6,0,4,0,8,4,1,0,0,0,0,2,0,0,0,0,5,0,0,3,146,146,0,4,0,2,1,0,2,3,2,6,0,0,2
146,0,0,0,0,2,0,0,0,3,2,7,3,8,0,3,0,8,2,0,1,1,0,0,2,1,1,0,0,4,1,0,0,147,147,1,4,0,1,1,5,5,5,0,8,0,0,0
147,0,0,0,0,4,0,0,0,8,0,2,2,9,0,6,0,1,1,4,7,4,0,0,5,2,0,0,0,6,0,0,0,148,148,8,5,0,0,1,0,1,1,3,9,0,0,0
148,0,6,0,0,0,0,0,0,7,4,0,2,6,0,2,0,3,0,0,4,3,0,0,6,3,1,1,0,2,0,0,1,149,149,2,6,0,4,3,0,3,4,3,7,0,0,3
149,0,0,0,0,0,0,0,0,2,3,5,3,5,0,4,0,5,0,1,2,0,0,0,3,2,3,1,0,5,0,0,1,150,150,2,3,0,2,1,0,3,5,0,5,0,0,2
150,0,6,0,5,4,0,0,0,6,0,2,3,9,2,3,0,3,0,0,5,4,0,0,4,2,0,0,0,5,0,0,0,151,151,7,4,0,0,1,0,4,2,0,9,0,0,0
151,0,0,0,0,0,0,0,0,4,3,3,3,6,0,0,0,1,4,0,4,0,0,0,6,0,0,0,0,4,0,0,0,152,152,4,4,0,0,1,0,4,0,0,9,0,0,3
152,0,6,0,0,6,0,0,0,4,1,5,2,7,0,2,0,9,1,0,4,1,0,0,6,0,0,0,0,2,3,0,3,153,153,3,4,0,0,1,0,0,2,1,6,1,1,5
153,0,6,0,0,0,0,0,0,6,2,6,2,5,0,3,0,1,2,1,2,2,0,0,3,3,2,1,0,5,1,0,1,154,154,1,3,0,1,1,0,2,4,0,6,0,1,3
154,0,0,0,0,0,0,0,0,8,2,0,3,4,2,3,0,2,3,0,8,4,0,0,2,2,4,4,0,1,0,0,2,155,155,5,6,0,1,1,0,4,0,3,4,0,0,2
155,0,0,0,0,0,0,0,0,4,2,7,3,3,0,5,0,3,2,0,2,1,0,0,1,0,1,0,0,4,0,0,1,156,156,1,4,0,0,1,0,4,4,1,8,0,0,2
156,0,0,0,0,0,0,0,0,5,1,5,3,8,0,5,0,8,4,2,1,0,0,0,2,2,2,0,0,1,0,0,2,157,157,0,5,0,0,1,0,0,4,4,6,0,0,4
157,0,0,0,0,0,0,0,0,8,1,4,3,4,0,6,0,2,3,0,2,2,0,0,2,1,0,1,0,2,0,0,2,158,158,2,5,0,3,1,0,5,4,2,7,0,0,1
158,0,0,0,0,0,0,0,0,3,2,5,3,1,2,6,0,8,3,0,0,0,0,0,3,3,4,0,0,0,0,0,0,159,159,1,4,0,2,1,0,9,5,0,5,0,0,0
159,0,5,0,0,0,0,0,0,2,5,7,2,3,0,6,0,7,0,0,2,0,0,0,0,6,6,0,0,0,0,0,0,160,160,4,2,0,0,1,0,2,0,0,3,0,0,7
160,0,0,0,0,0,0,0,0,1,2,9,1,0,0,2,0,6,2,1,1,0,0,0,2,7,8,0,0,1,1,0,0,161,161,0,1,0,2,1,0,0,5,0,1,0,0,8
161,0,6,0,0,3,0,0,0,1,4,5,3,0,2,4,0,7,4,0,0,0,0,0,1,0,0,0,0,7,0,0,3,162,162,0,3,0,0,1,0,2,2,0,6,0,0,2
162,0,6,0,0,0,0,0,0,3,3,5,3,5,2,3,0,8,2,1,2,1,0,0,3,2,2,1,0,4,1,0,2,163,163,1,4,0,2,1,4,4,3,1,6,0,1,1
163,0,5,0,0,0,0,0,0,3,1,5,3,7,0,3,0,8,2,0,3,2,0,0,6,1,2,0,0,4,1,0,2,164,164,3,4,0,2,1,0,4,4,0,6,0,0,2
164,0,6,0,6,4,0,0,0,3,4,6,3,7,2,2,0,8,4,0,2,1,0,0,3,2,2,0,0,4,1,0,0,165,165,1,4,0,1,1,0,5,2,0,7,0,0,0
165,0,6,0,0,4,0,0,0,7,0,2,3,9,2,2,0,2,5,0,7,5,0,0,3,0,0,2,0,5,0,0,2,166,166,4,7,0,0,1,0,0,0,4,7,0,0,0
166,0,6,0,0,3,0,0,0,2,4,4,2,0,2,1,0,5,3,2,3,1,0,0,4,4,2,0,0,3,0,0,1,167,167,2,2,0,1,1,0,1,1,0,7,0,0,5
167,0,0,0,0,2,0,0,0,1,5,6,2,9,0,0,0,7,0,0,2,0,0,0,2,4,4,0,0,0,2,0,2,168,168,0,2,0,0,1,0,4,3,0,3,0,0,5
168,0,0,0,0,3,0,0,0,6,0,3,2,1,0,3,0,1,4,0,5,1,0,0,5,3,3,0,0,2,1,0,3,169,169,1,5,0,0,1,0,3,4,3,4,0,0,3
169,0,6,0,0,0,0,0,0,3,2,3,2,0,0,2,0,5,5,2,4,2,0,0,4,3,3,0,0,3,0,0,1,170,170,1,3,0,1,1,0,3,2,0,5,0,0,4
170,0,6,0,0,3,0,0,0,4,2,6,2,5,2,4,0,8,4,1,2,1,0,0,4,2,5,0,0,2,1,0,0,171,171,2,3,0,1,1,0,2,3,1,4,1,0,5
171,0,5,0,0,3,0,0,0,2,0,4,2,4,2,2,0,5,0,1,2,0,0,0,3,5,2,1,0,4,0,0,1,172,172,0,4,0,2,1,0,0,9,3,7,0,0,3
172,0,6,0,0,2,0,0,0,2,4,4,2,1,2,4,0,5,2,3,1,1,0,0,4,3,3,0,0,4,0,0,1,173,173,1,2,0,1,1,0,1,2,0,6,0,0,5
173,0,0,0,0,0,0,0,0,7,2,3,2,8,1,3,0,1,3,1,5,3,0,0,4,3,2,3,0,2,0,0,2,174,174,4,5,0,2,1,0,3,1,1,6,2,1,3
174,0,5,0,0,4,0,0,1,6,5,6,3,5,2,0,0,8,0,0,2,0,0,0,3,2,4,0,0,2,2,0,2,175,175,0,2,0,0,1,0,2,3,0,3,0,0,6
175,0,0,0,0,5,0,0,0,3,0,3,3,9,0,3,0,8,2,2,3,0,0,0,3,0,2,0,0,7,5,0,1,176,176,3,5,0,1,1,0,0,0,2,6,0,0,0
176,0,6,0,3,3,0,0,0,5,4,5,2,4,2,4,0,9,3,2,2,1,0,0,4,3,3,1,0,4,0,0,1,177,177,1,3,0,1,1,0,3,2,1,6,0,1,3
177,0,6,0,0,0,0,0,0,3,2,5,2,6,0,2,0,8,3,1,1,4,0,0,4,1,2,0,0,5,0,0,0,178,178,2,3,0,2,1,0,2,3,0,7,0,0,2
178,5,6,0,0,0,0,0,0,6,2,7,3,7,0,2,0,8,2,2,0,0,0,0,4,0,0,0,0,5,0,0,4,179,179,0,4,0,0,1,0,4,4,0,5,0,2,0
179,0,6,0,3,4,0,0,0,5,3,6,3,4,2,3,0,9,0,1,4,0,0,0,3,0,0,0,1,9,0,0,0,180,180,0,3,0,1,1,0,0,6,0,9,0,0,0
180,0,0,0,0,0,0,0,0,1,1,2,2,4,0,2,0,7,7,0,2,3,0,0,6,0,0,3,0,4,0,0,2,181,181,2,4,0,0,1,0,2,0,1,7,0,0,2
181,0,6,0,0,4,0,0,0,2,3,7,4,3,2,4,0,5,2,1,4,2,3,0,2,0,1,1,0,2,0,0,2,182,182,5,2,0,1,1,0,0,0,0,6,0,0,7
182,0,6,0,0,0,0,0,0,8,0,0,3,9,0,3,0,2,0,0,7,8,0,0,4,0,0,1,0,1,0,0,2,183,183,9,7,0,0,1,0,3,0,5,7,0,0,0
183,0,0,0,0,4,0,0,0,6,1,3,3,7,0,5,0,8,5,0,4,3,0,0,5,0,0,0,0,2,0,0,4,184,184,2,8,0,0,1,0,3,2,2,5,3,0,0
184,0,0,0,0,3,0,0,0,1,2,6,3,3,2,3,0,7,2,1,2,2,0,0,4,2,3,1,0,4,1,0,1,185,185,2,3,0,1,1,0,2,3,1,6,0,1,3
185,0,5,0,0,0,0,0,0,6,0,4,3,6,0,5,0,1,1,0,6,3,0,0,2,3,1,1,0,1,0,0,2,186,186,6,6,0,0,1,0,4,1,1,6,2,2,3
186,0,6,0,0,0,0,0,0,2,5,7,3,5,0,4,0,5,1,0,2,2,0,0,2,0,2,0,0,6,0,0,1,187,187,0,4,0,0,2,0,3,1,0,6,0,2,0
187,0,0,0,0,4,0,0,0,4,2,3,3,7,2,4,0,8,6,3,2,2,0,0,5,1,5,0,0,3,1,0,0,188,188,1,4,0,3,1,0,2,1,2,4,1,0,3
188,0,0,0,0,5,0,0,0,2,8,6,1,1,0,1,0,7,1,0,0,1,0,0,2,6,6,0,0,6,0,0,0,189,189,1,2,0,1,1,0,0,1,0,3,0,0,3
189,0,6,0,0,2,0,0,0,4,5,6,2,1,0,3,0,9,2,1,3,0,0,0,4,2,3,0,0,4,1,0,1,190,190,1,3,0,2,1,0,1,2,0,6,0,0,4
190,0,6,0,0,0,0,0,0,3,4,9,3,9,2,0,0,10,0,0,0,0,0,0,5,0,0,9,0,1,5,0,0,191,191,0,4,0,0,1,0,4,0,2,9,0,0,4
191,0,5,0,2,2,0,0,0,1,2,4,3,5,1,2,0,7,4,1,3,2,0,0,3,3,3,1,0,4,1,0,2,192,192,2,4,0,2,1,0,4,2,1,4,0,1,2
192,0,0,0,0,7,0,0,0,6,2,5,3,2,0,3,0,1,4,0,1,1,0,0,3,1,2,0,0,7,1,0,1,193,193,2,4,0,1,1,0,2,2,0,7,1,1,1
193,0,0,0,0,4,0,0,0,7,0,3,2,0,0,3,0,2,6,0,7,3,0,0,0,4,0,0,0,0,0,0,0,194,194,2,4,0,0,1,0,2,0,0,9,2,2,6
194,0,0,0,0,0,0,0,0,2,3,3,2,4,0,5,0,5,5,2,2,5,0,0,6,2,7,2,0,3,0,0,0,195,195,0,4,0,0,1,3,2,2,2,2,0,0,4
195,0,6,0,0,0,0,0,0,3,0,7,3,5,0,5,0,8,3,0,1,0,0,0,1,2,3,0,0,4,0,0,2,196,196,0,3,0,0,2,0,2,6,0,5,0,0,3
196,0,0,0,0,0,0,0,0,7,1,2,3,9,0,2,0,2,2,0,7,5,0,0,3,0,0,0,0,2,0,0,4,197,197,7,8,0,4,1,0,4,0,1,5,3,0,0
197,0,5,0,2,4,0,0,0,6,2,2,3,6,2,5,0,3,4,1,4,3,0,0,3,1,2,1,0,3,0,0,1,198,198,3,5,0,1,2,0,4,2,2,7,1,1,2
198,0,6,0,0,4,0,0,0,4,1,1,2,3,2,5,0,9,2,0,6,3,0,0,6,2,0,0,0,4,0,0,2,199,199,6,5,0,0,1,0,4,0,1,7,0,1,2
199,0,0,0,0,4,0,0,0,3,2,3,4,9,0,3,0,8,4,0,2,2,0,0,3,0,4,2,0,6,0,0,0,200,200,2,4,0,0,1,0,3,2,0,5,0,0,0
200,0,0,0,0,4,0,0,0,3,1,5,2,8,0,3,0,8,2,0,3,1,0,0,4,2,3,0,0,3,1,0,1,201,201,5,3,0,1,1,0,1,2,1,5,1,1,5
201,0,0,0,0,0,0,0,0,6,2,5,2,7,0,0,0,1,2,0,9,0,0,0,5,2,3,2,0,3,0,0,2,202,202,3,5,0,0,1,0,3,2,3,5,0,2,1
202,0,6,0,0,3,0,0,0,4,2,2,3,0,2,4,0,3,7,0,0,0,0,0,4,2,0,0,0,5,0,0,0,203,203,0,3,0,0,1,0,0,0,0,9,0,0,4
203,0,5,0,0,0,0,0,0,6,3,2,3,4,0,4,0,3,4,0,3,3,0,0,4,1,2,0,0,3,0,0,0,204,204,2,4,0,4,1,0,3,1,1,7,0,0,3
204,0,0,0,0,3,0,0,0,4,4,7,4,1,2,5,0,3,3,1,2,1,0,0,2,1,3,1,0,6,0,0,1,205,205,0,3,0,1,1,0,2,3,1,6,0,0,2
205,0,0,0,1,0,0,0,0,2,3,2,2,3,0,4,0,4,4,1,3,4,0,0,2,5,2,3,0,2,1,0,2,206,206,2,3,0,1,5,0,2,2,1,6,0,0,5
206,0,6,0,0,0,0,0,0,3,4,9,3,4,0,6,0,9,0,0,0,0,0,0,4,0,3,0,0,5,0,0,3,207,207,0,2,0,0,1,0,0,5,0,5,0,0,4
207,0,6,0,0,4,0,0,0,3,4,8,1,1,1,5,0,7,0,0,2,0,0,0,1,7,5,2,0,4,0,0,0,208,208,0,2,0,1,1,0,1,5,0,4,0,0,5
208,0,0,0,0,0,0,0,0,6,1,1,3,7,0,3,0,1,4,1,4,5,0,0,4,1,3,1,0,1,0,0,1,209,209,2,5,1,2,1,0,4,1,2,5,1,3,3
209,0,6,0,0,4,0,0,0,8,0,0,2,9,2,0,0,1,3,0,6,4,0,0,7,0,0,2,0,0,0,0,2,210,210,6,5,0,0,1,0,9,0,0,7,0,0,0
210,0,6,0,0,4,0,0,0,3,1,7,2,1,2,2,0,8,2,1,1,0,0,0,1,4,4,0,0,3,1,0,1,211,211,0,3,0,1,2,3,2,6,0,5,0,0,5
211,0,0,0,0,0,0,0,0,3,2,5,3,0,0,3,0,8,3,0,2,0,0,0,1,0,2,0,0,3,0,0,3,212,212,1,7,0,4,1,0,3,5,4,5,0,0,0
212,0,6,0,0,3,0,0,0,6,3,5,3,0,2,4,0,3,4,0,3,4,0,0,0,4,2,0,0,0,0,0,0,213,213,2,3,0,4,1,0,3,1,0,7,0,0,6
213,0,6,0,3,2,0,0,0,2,0,7,2,0,2,4,0,7,3,0,0,0,0,0,4,4,4,0,0,2,0,0,0,214,214,0,2,0,0,1,0,2,6,0,5,0,0,6
214,0,0,0,0,3,0,0,0,6,0,2,2,9,2,7,0,1,0,0,7,4,0,0,3,5,0,0,0,3,0,0,0,215,215,7,4,0,0,1,0,6,2,0,9,0,0,1
215,0,6,0,0,3,0,0,0,2,5,9,2,0,1,6,0,5,0,1,1,0,0,0,0,3,3,0,0,4,0,0,1,216,216,0,2,0,1,2,0,0,4,0,5,0,0,5
216,0,0,0,0,3,0,0,0,1,4,9,2,0,0,7,0,7,2,0,0,0,0,0,6,0,0,0,0,4,0,0,2,217,217,0,3,0,0,1,0,0,4,0,7,0,0,5
217,0,0,0,0,0,0,0,0,3,3,5,3,5,0,4,0,8,0,2,4,0,0,0,3,0,0,0,0,2,2,0,2,218,218,2,5,0,0,1,0,3,4,3,7,0,0,2
218,0,6,0,0,4,0,0,0,6,1,3,3,7,2,5,0,8,5,0,4,3,0,0,5,0,0,0,0,2,0,0,4,219,219,2,8,0,0,1,0,3,2,2,5,3,0,0
219,0,5,0,0,0,0,0,0,4,2,7,2,6,0,2,0,9,3,1,2,1,0,0,5,2,2,1,0,3,1,0,2,220,220,1,4,0,2,1,0,2,3,1,6,1,1,4
220,0,0,0,0,1,0,0,0,1,5,3,2,1,0,6,0,4,0,2,4,6,0,0,3,6,4,1,0,3,0,0,1,221,221,4,2,0,1,1,0,1,0,1,5,0,0,5
221,0,0,0,0,0,0,0,0,4,5,6,3,0,0,5,0,9,0,0,0,0,0,0,4,0,4,0,0,3,0,0,2,222,222,0,2,0,0,1,0,0,5,0,3,0,0,6
222,0,5,0,0,0,0,0,0,5,3,5,4,7,2,3,0,9,2,0,3,1,0,0,0,0,0,0,0,4,0,0,3,223,223,3,3,0,1,1,0,2,3,0,6,0,0,4
223,0,0,0,0,0,0,0,0,4,0,0,2,0,0,2,0,3,5,1,5,5,0,0,1,5,1,0,0,5,0,0,1,224,224,4,5,0,1,1,0,4,1,0,8,0,0,0
224,0,0,0,0,4,0,0,1,3,3,6,3,7,0,4,0,8,2,0,2,1,0,0,2,3,3,0,0,3,2,0,1,225,225,0,3,0,0,1,0,3,4,0,5,0,0,3
225,0,0,0,0,0,0,0,0,3,2,6,3,3,2,3,0,8,2,1,2,2,0,0,4,2,3,1,0,4,1,0,1,226,226,2,3,0,1,1,0,2,3,1,6,0,1,3
226,0,6,0,0,4,0,0,0,6,2,5,3,6,2,4,0,3,3,0,3,1,0,0,2,2,2,1,0,2,1,0,1,227,227,2,4,0,1,1,3,3,3,1,6,1,1,3
227,0,0,0,0,1,0,0,0,4,3,6,3,4,0,3,0,9,2,1,2,1,0,0,2,3,2,0,0,4,1,0,2,228,228,2,3,0,1,1,0,1,3,1,5,1,1,4
228,0,0,0,0,0,0,0,0,4,0,7,2,9,0,7,0,8,4,4,2,0,0,0,4,0,0,0,0,3,0,0,3,229,229,0,3,0,0,1,0,4,5,0,6,0,0,3
229,0,6,0,4,4,0,0,0,6,1,1,2,3,2,5,0,1,2,0,6,3,0,0,6,2,0,0,0,4,0,0,2,230,230,6,5,0,0,1,0,4,0,1,7,0,1,2
230,0,0,0,3,0,0,0,0,3,3,5,3,6,0,3,0,8,3,1,3,1,0,0,2,1,2,1,0,4,0,0,2,231,231,2,4,0,0,1,0,3,2,1,6,1,1,2
231,0,6,0,0,4,0,0,0,4,3,3,3,9,2,5,0,3,4,1,1,0,0,0,4,0,2,1,0,6,0,0,2,232,232,1,5,0,1,1,0,0,2,3,6,0,1,0
232,0,0,0,0,0,0,0,0,6,2,7,3,7,0,2,0,8,2,2,0,0,0,0,4,0,0,0,0,5,0,0,4,233,233,0,4,0,0,2,0,4,4,0,5,0,2,0
233,0,0,0,0,3,0,0,0,3,4,4,1,1,2,3,0,5,2,2,1,2,0,0,2,6,4,2,0,2,0,0,0,234,234,1,3,0,1,1,0,1,3,0,5,1,0,7
234,0,0,0,0,4,0,0,0,5,2,6,2,7,0,2,0,8,3,1,1,3,0,0,3,2,2,0,0,5,0,1,0,235,235,2,3,0,2,1,0,2,3,0,7,0,0,2
235,0,0,0,0,0,0,0,0,4,6,6,4,9,0,4,0,9,0,0,3,0,0,0,1,0,2,1,0,4,1,0,1,236,236,3,5,0,1,1,0,5,0,0,6,0,0,0
236,0,0,0,0,3,0,0,0,4,2,3,3,8,2,3,0,3,4,2,3,2,0,0,5,2,2,1,0,4,1,0,2,237,237,2,4,0,2,1,0,4,3,1,6,0,1,1
237,0,0,0,0,4,0,0,0,3,0,7,3,7,0,4,0,8,0,0,1,0,0,0,2,2,2,0,0,2,2,0,4,238,238,0,3,0,0,2,0,3,6,0,4,0,2,5
238,0,6,0,0,6,0,0,1,6,4,5,3,6,2,2,0,1,4,0,2,3,0,0,4,1,2,0,0,4,1,0,0,239,239,1,4,1,1,2,0,5,2,0,7,0,0,0
239,0,0,0,0,0,0,0,0,3,2,6,2,9,0,2,0,8,0,0,3,2,0,0,5,0,0,0,0,7,2,0,4,240,240,4,4,0,0,1,4,2,2,0,5,0,0,0
240,0,0,0,0,0,0,0,0,5,3,4,3,7,1,3,0,8,2,1,4,2,0,0,3,2,1,0,0,4,1,0,2,241,241,3,4,0,1,1,0,3,2,1,7,1,1,2
241,0,6,2,0,1,1,0,0,6,4,4,3,9,0,4,0,3,4,0,5,3,0,0,2,1,0,0,0,4,1,0,3,242,242,1,6,0,0,1,0,2,1,4,6,1,0,0
242,0,6,0,2,0,1,0,0,4,0,4,2,9,0,3,0,10,2,2,3,4,5,0,8,0,2,0,0,4,2,0,1,243,243,4,4,0,0,1,0,5,2,0,7,0,1,0
243,0,6,0,0,4,0,0,0,5,2,2,2,7,2,3,0,8,6,2,3,2,0,0,3,0,0,2,0,0,0,0,2,244,244,2,3,0,0,1,0,3,0,0,7,0,0,6
244,0,0,0,0,2,0,0,0,1,1,5,2,5,0,4,0,7,2,1,3,2,0,0,4,3,2,0,0,3,1,0,2,245,245,3,4,0,1,1,0,2,2,1,5,1,1,4
245,0,0,0,0,0,0,0,0,6,2,7,3,7,0,2,0,8,2,2,0,0,0,0,4,0,0,0,0,5,0,0,4,246,246,0,4,0,0,2,0,4,4,0,5,0,2,0
246,0,6,0,0,0,0,0,0,3,3,5,2,8,0,2,0,7,4,2,3,1,0,0,7,1,1,1,0,5,0,0,0,247,247,1,4,0,1,1,0,4,3,0,8,0,0,1
247,0,0,0,0,3,0,0,0,4,5,8,3,1,1,2,0,9,1,1,1,0,0,0,2,4,6,0,0,2,0,0,0,248,248,1,2,0,0,1,0,2,3,1,3,0,0,6
248,0,6,0,0,0,0,0,0,4,0,4,2,1,0,5,0,3,3,0,1,2,0,0,2,4,5,1,0,3,0,0,1,249,249,3,2,0,0,1,0,1,4,1,4,1,1,6
249,0,0,0,0,3,0,0,0,3,1,5,3,4,1,5,0,8,4,0,2,0,0,0,3,2,3,0,0,3,0,0,1,250,250,2,3,0,1,1,0,2,4,0,5,0,0,4
250,0,0,0,0,0,0,0,0,1,3,7,2,1,0,5,0,7,3,2,1,1,0,0,2,3,2,1,0,5,0,0,1,251,251,1,3,0,2,1,0,2,4,1,7,1,0,3
251,0,0,0,0,0,0,0,0,1,2,5,2,6,0,4,0,7,1,1,2,1,0,0,5,2,2,0,0,3,0,0,1,252,252,2,3,0,3,2,0,1,5,1,7,0,1,5
252,0,5,0,0,3,0,0,0,6,0,0,4,5,2,4,0,1,0,1,4,5,0,0,4,2,1,1,0,0,4,0,2,253,253,0,6,0,1,1,3,9,0,0,6,0,5,0
253,0,0,0,0,0,0,0,0,3,3,4,2,2,0,6,0,8,4,2,4,3,0,0,2,3,2,0,0,4,0,0,2,254,254,0,4,0,0,1,2,4,2,0,5,0,2,2
254,0,6,0,0,4,0,0,0,3,2,5,1,4,2,2,0,8,2,0,5,3,0,0,3,6,4,1,0,3,1,0,2,255,255,4,3,0,2,1,0,3,2,0,4,0,0,3
255,0,5,0,0,3,0,0,0,3,0,6,3,5,2,4,0,1,2,0,4,1,0,0,3,3,0,0,0,3,6,0,2,256,256,1,4,0,0,1,0,4,1,1,7,1,1,3
256,0,0,0,0,2,0,0,0,3,4,1,1,1,2,4,0,5,4,1,1,1,0,0,2,6,6,0,0,3,0,0,1,257,257,1,2,0,1,1,0,1,1,0,3,0,0,6
257,0,0,0,0,0,0,0,0,6,0,4,3,6,0,5,0,1,1,0,6,3,0,0,2,3,1,1,0,1,0,0,2,258,258,6,6,1,0,1,0,4,1,1,6,2,2,3
258,0,0,0,0,3,0,0,0,1,2,3,2,1,2,2,0,6,6,1,5,2,0,0,3,4,3,1,0,3,0,0,1,259,259,1,4,0,1,1,0,1,1,2,6,0,0,5
259,0,6,0,0,0,0,0,0,6,1,2,3,1,0,3,0,3,5,2,0,1,0,0,1,3,1,0,0,4,0,0,0,260,260,1,3,0,2,1,0,2,3,0,8,0,0,4
260,0,6,0,0,0,0,0,1,3,4,9,3,4,0,6,0,9,0,0,0,0,0,0,4,0,3,0,0,5,0,0,3,261,261,0,2,0,0,1,0,0,5,0,5,0,0,4
261,0,0,0,0,4,0,0,0,7,2,3,3,6,2,3,0,2,4,1,3,3,0,0,3,2,2,2,0,3,0,0,2,262,262,3,5,0,1,2,0,4,1,2,6,1,1,2
262,0,0,0,0,0,0,0,0,4,3,4,3,0,0,6,0,3,4,0,4,1,0,0,3,1,4,1,0,4,1,0,0,263,263,1,3,0,0,1,0,1,3,0,5,0,0,5
263,0,0,0,0,0,0,0,0,3,4,7,3,9,0,5,0,8,0,0,0,0,3,0,2,3,3,0,0,3,2,0,0,264,264,0,2,0,0,1,0,0,3,0,6,0,0,6
264,0,0,0,0,0,0,0,0,8,0,2,2,9,2,7,0,1,0,0,7,3,0,0,3,5,0,0,0,2,0,0,0,265,265,7,4,0,0,1,0,5,2,0,9,0,0,2
265,0,0,0,0,0,0,0,0,3,3,4,2,5,2,1,0,5,4,1,4,1,0,0,3,3,1,2,0,6,0,0,1,266,266,2,3,0,1,1,0,2,1,1,7,0,1,2
266,0,0,0,0,4,0,0,0,5,3,7,3,6,0,4,0,9,0,0,2,0,0,0,3,2,3,0,0,4,3,0,2,267,267,0,2,0,1,1,0,0,3,0,5,0,0,5
267,0,6,0,0,0,0,0,0,6,2,2,2,1,0,3,0,1,3,1,3,3,0,0,4,3,5,3,0,3,0,0,1,268,268,5,3,0,1,3,0,1,1,1,4,1,0,5
268,0,5,0,0,0,0,0,0,8,2,2,3,9,0,6,0,3,5,0,0,5,0,0,3,0,3,0,0,4,0,0,0,269,269,2,4,0,0,1,0,5,0,0,6,0,0,0
269,0,0,2,0,0,0,0,0,6,0,4,3,2,0,2,0,1,5,0,0,2,0,0,3,0,0,0,0,4,0,0,0,270,270,0,3,0,0,1,0,3,4,0,9,0,0,2
270,0,6,0,0,3,0,0,0,2,4,6,3,4,2,2,0,5,3,1,3,1,0,0,4,1,3,0,0,5,1,0,2,271,271,1,3,0,1,1,0,2,2,1,5,0,0,2
271,0,0,0,0,3,0,0,0,3,4,3,2,3,0,4,0,5,3,3,2,2,0,0,5,3,5,2,0,2,1,0,0,272,272,2,4,0,2,4,0,3,1,2,4,1,0,3
272,0,6,0,4,0,0,0,0,5,6,6,2,4,0,3,0,8,2,1,4,0,0,0,4,3,0,0,0,2,0,0,0,273,273,0,5,0,1,1,0,3,2,3,9,0,0,2
273,0,0,0,0,4,0,0,0,5,2,4,3,8,0,3,0,9,2,2,3,3,0,0,4,2,2,1,0,5,1,0,2,274,274,3,3,0,2,1,0,2,3,1,6,0,1,3
274,0,6,0,0,0,0,0,0,4,3,5,3,0,0,5,0,9,2,0,0,2,0,0,2,1,2,0,0,6,0,0,0,275,275,2,3,0,1,1,0,0,3,0,7,0,0,3
275,0,6,0,0,3,0,0,0,4,4,2,2,3,2,3,0,9,4,0,5,2,0,0,6,0,0,0,0,1,0,0,2,276,276,2,5,0,0,1,0,6,0,2,7,0,0,0
276,0,0,0,0,0,0,0,0,4,2,2,2,1,0,5,0,3,6,0,3,1,0,0,5,2,4,1,0,1,0,0,1,277,277,2,5,0,0,1,0,8,0,0,5,0,0,1
277,0,0,0,0,4,0,0,0,3,2,6,2,9,0,2,0,8,2,2,3,0,0,0,5,0,2,0,0,5,0,0,4,278,278,2,3,0,0,1,0,3,5,0,4,0,0,2
278,0,6,0,0,4,0,0,0,5,0,4,2,9,2,2,0,9,3,0,2,2,0,0,2,3,0,0,0,2,0,0,2,279,279,0,3,0,0,1,0,4,4,0,7,0,2,4
279,0,6,0,0,0,0,0,0,7,1,4,4,9,0,0,0,2,4,0,4,4,0,0,2,0,0,0,0,6,0,0,1,280,280,4,4,0,2,1,0,3,2,0,8,0,1,0
280,0,5,0,0,0,0,0,0,5,1,0,3,7,0,3,0,8,4,1,6,5,0,0,4,1,2,4,0,3,0,0,2,281,281,4,6,0,2,1,0,3,0,2,5,2,1,2
